(Number of Clickable Elements - Middle),Number of General  Elements,(Number of Clickable Elements - Bottom),(Number of Clickable Elements - Top),(Number of vertical swipeable Elements - Middle),is the activity contain a navigation drawer,(Number of Text Fields Elements - Middle),(Number of horizontal swipeable Elements - Middle),(Number of Text Fields Elements - Bottom),(Number of Text Fields Elements - Top),keywords
6,12,1,5,0,1,0,0,0,0,home main menu toolbar 
5,10,3,2,0,1,0,0,0,0,home main menu toolbar 
0,2,1,1,0,1,0,0,0,0,home dashboard main menu toolbar 
1,4,1,0,0,0,0,0,0,0,
1,17,0,4,9,1,0,1,0,0,home main menu 
0,2,2,0,0,0,0,0,0,0,home 
1,2,0,1,0,0,0,0,0,0,toolbar 
1,2,0,1,0,0,0,0,0,0,toolbar 
2,5,0,3,0,1,0,0,0,0,home main menu homepage toolbar 
0,2,1,0,0,0,0,0,0,0,
2,3,0,1,0,0,0,0,0,0,
0,3,2,0,0,0,0,0,0,0,
0,2,1,1,0,0,0,0,0,0,home menu 
0,0,0,0,0,0,0,0,0,0,
9,13,0,3,0,0,1,0,0,0,home main menu 
0,1,1,0,0,0,0,0,0,0,menu toolbar 
0,2,1,0,0,0,0,0,0,0,main 
2,2,0,0,0,0,0,0,0,0,toolbar 
2,2,0,0,0,0,0,0,0,0,
6,9,3,0,0,0,0,0,0,0,home main menu 
0,2,1,0,0,0,0,1,0,0,
2,2,0,0,0,0,0,0,0,0,main 
0,0,0,0,0,0,0,0,0,0,menu toolbar 
2,7,0,5,0,0,0,0,0,0,home menu toolbar 
0,0,0,0,0,0,0,0,0,0,menu toolbar 
1,1,0,0,0,0,0,0,0,0,
7,8,0,1,0,0,0,0,0,0,menu toolbar 
1,3,0,1,0,0,0,0,0,0,menu toolbar 
0,4,2,2,0,0,0,0,0,0,menu overview toolbar 
4,6,0,2,0,1,0,0,0,0,home main menu toolbar 
2,4,1,1,0,1,0,0,0,0,home main menu toolbar 
1,1,0,0,0,0,0,0,0,0,
0,2,1,0,0,0,0,0,0,0,
0,7,2,1,0,0,0,2,0,2,home menu 
1,8,4,1,2,0,0,0,0,0,home menu 
3,6,2,0,0,0,1,0,0,0,home main 
2,8,0,5,1,1,0,0,0,0,menu toolbar 
0,9,0,5,1,1,1,0,1,0,home main menu toolbar 
2,4,0,2,0,0,0,0,0,0,main menu toolbar 
0,1,0,1,0,0,0,0,0,0,
1,4,0,3,0,1,0,0,0,0,home main menu toolbar 
1,7,3,0,3,0,0,0,0,0,home main menu homepage toolbar 
0,2,1,1,0,0,0,0,0,0,home 
1,2,0,1,0,0,0,0,0,0,
2,7,3,2,0,0,0,0,0,0,home dashboard main menu 
0,2,2,0,0,0,0,0,0,0,
5,8,3,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,toolbar 
2,5,1,2,0,0,0,0,0,0,menu toolbar 
0,0,0,0,0,0,0,0,0,0,
1,3,0,2,0,0,0,0,0,0,main menu toolbar 
0,1,1,0,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,home menu 
0,2,2,0,0,0,0,0,0,0,
1,2,0,1,0,1,0,0,0,0,main menu toolbar 
1,1,0,0,0,0,0,0,0,0,
2,3,1,0,0,0,0,0,0,0,
0,10,0,6,2,0,0,0,0,0,home main menu toolbar 
3,9,0,3,2,1,0,0,0,0,home main menu toolbar 
3,6,3,0,0,0,0,0,0,0,home 
4,13,5,3,0,0,0,0,0,1,home menu toolbar 
11,15,1,2,1,0,0,0,0,0,home main menu toolbar 
16,19,0,2,1,0,0,0,0,0,home main menu toolbar 
2,3,1,0,0,0,0,0,0,0,main 
7,9,0,2,0,1,0,0,0,0,home main menu toolbar 
0,0,0,0,0,0,0,0,0,0,home menu 
4,6,2,0,0,1,0,0,0,0,main sliders 
0,4,4,0,0,0,0,0,0,0,
0,16,0,4,9,0,0,1,0,0,home main menu 
0,16,0,4,9,0,0,1,0,0,home main menu 
0,3,0,3,0,0,0,0,0,0,home main 
1,4,0,3,0,1,0,0,0,0,home main menu toolbar 
0,2,1,0,0,0,0,0,0,0,
2,3,0,1,0,0,0,0,0,0,
2,5,0,3,0,0,0,0,0,0,home main menu 
3,3,0,0,0,0,0,0,0,0,main 
7,9,0,2,0,0,0,0,0,0,home 
2,7,1,4,0,0,0,0,0,0,main menu toolbar 
4,6,0,1,0,0,1,0,0,0,main menu toolbar 
2,7,1,1,3,0,0,0,0,0,dashboard main menu toolbar 
5,6,0,1,0,0,0,0,0,0,menu toolbar 
0,3,0,3,0,0,0,0,0,0,main 
2,2,0,0,0,0,0,0,0,0,toolbar 
1,2,0,0,0,0,0,1,0,0,
0,1,1,0,0,0,0,0,0,0,home 
3,6,2,0,0,0,0,1,0,0,main 
7,11,1,2,0,0,0,0,0,0,home menu toolbar 
0,2,1,0,0,0,0,1,0,0,
1,13,0,2,3,0,0,3,0,0,home main menu toolbar 
4,7,0,2,0,1,0,1,0,0,home menu homepage toolbar 
0,4,1,3,0,0,0,0,0,0,
1,5,0,3,0,0,0,0,0,0,home main menu 
12,18,3,3,0,0,0,0,0,0,main menu toolbar 
0,1,0,0,0,0,0,1,0,0,home 
1,2,0,1,0,0,0,0,0,0,
5,8,0,1,2,0,0,0,0,0,home main menu toolbar 
2,4,0,2,0,1,0,0,0,0,home main menu toolbar 
0,4,2,0,0,0,2,0,0,0,
0,1,0,1,0,0,0,0,0,0,
0,2,0,1,0,0,0,1,0,0,main 
3,5,0,1,1,1,0,0,0,0,home main menu toolbar 
4,11,0,5,0,1,0,1,0,0,home main menu toolbar 
0,1,0,1,0,0,0,0,0,0,main 
0,11,0,2,8,1,0,0,0,0,home main menu toolbar 
0,1,0,0,0,0,0,0,0,0,
2,8,0,2,2,0,0,0,0,0,home main menu 
0,5,0,5,0,0,0,0,0,0,menu toolbar 
2,3,0,1,0,0,0,0,0,0,
0,7,0,2,4,1,0,0,0,0,home menu 
0,2,0,2,0,0,0,0,0,0,menu toolbar 
2,4,2,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,menu 
0,4,1,3,0,1,0,0,0,0,main menu toolbar 
0,4,0,1,3,0,0,0,0,0,home main menu 
0,2,2,0,0,0,0,0,0,0,home menu 
14,18,0,3,1,0,0,0,0,0,home main menu toolbar 
11,18,4,3,0,1,0,0,0,0,home main menu toolbar 
8,15,4,3,0,1,0,0,0,0,home main menu toolbar 
1,6,0,3,0,1,0,1,0,0,home menu toolbar 
4,11,2,3,0,1,0,1,0,1,home main menu homepage toolbar 
1,2,1,0,0,0,0,0,0,0,
0,5,0,5,0,0,0,0,0,0,menu toolbar 
0,2,2,0,0,0,0,0,0,0,main 
4,10,1,2,1,1,0,0,0,1,home dashboard main menu toolbar 
2,2,0,0,0,0,0,0,0,0,menu toolbar 
0,3,0,2,0,0,0,0,0,0,home dashboard menu 
0,0,0,0,0,0,0,0,0,0,home dashboard menu 
1,6,0,4,1,1,0,0,0,0,main menu toolbar 
0,1,0,1,0,0,0,0,0,0,home menu 
0,0,0,0,0,0,0,0,0,0,main 
0,1,0,1,0,1,0,0,0,0,home menu toolbar 
1,1,0,0,0,0,0,0,0,0,main 
2,3,0,1,0,0,0,0,0,0,main menu toolbar 
1,2,0,1,0,0,0,0,0,0,menu toolbar 
3,5,0,1,1,1,0,0,0,0,main menu 
4,6,0,2,0,0,0,0,0,0,main 
2,2,0,0,0,0,0,0,0,0,
1,4,3,0,0,0,0,0,0,0,main menu 
4,9,0,5,0,0,0,0,0,0,home menu toolbar 
2,2,0,0,0,0,0,0,0,0,home 
1,1,0,0,0,0,0,0,0,0,home 
0,11,2,0,7,0,0,0,0,0,
0,1,0,1,0,0,0,0,0,0,toolbar 
6,12,0,5,1,1,0,0,0,0,home menu toolbar 
2,2,0,0,0,0,0,0,0,0,home menu 
3,4,0,0,0,0,1,0,0,0,home main menu 
0,7,0,1,4,0,0,0,0,0,home dashboard menu 
3,7,0,4,0,0,0,0,0,0,home main menu toolbar 
3,7,0,4,0,0,0,0,0,0,home main menu overview toolbar 
1,8,0,2,4,0,0,0,0,0,menu toolbar 
1,1,0,0,0,0,0,0,0,0,
0,2,2,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,main menu 
3,5,1,1,0,0,0,0,0,0,main 
7,13,4,2,0,0,0,0,0,0,main 
0,5,2,3,0,0,0,0,0,0,main menu 
1,3,0,2,0,0,0,0,0,0,
3,6,0,2,1,0,0,0,0,0,home menu toolbar 
3,10,1,6,0,1,0,0,0,0,home menu toolbar 
2,4,1,1,0,0,0,0,0,0,home toolbar 
0,2,1,1,0,0,0,0,0,0,
1,4,1,1,0,0,0,1,0,0,home menu toolbar 
6,9,0,3,0,0,0,0,0,0,dashboard menu toolbar 
0,2,2,0,0,0,0,0,0,0,
1,8,2,2,1,1,0,0,0,0,main menu toolbar 
4,6,2,0,0,0,0,0,0,0,main 
1,7,0,0,5,0,1,0,0,0,home main menu toolbar 
3,3,0,0,0,0,0,0,0,0,home main menu toolbar 
1,3,1,0,0,0,1,0,0,0,
1,1,0,0,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,main menu 
3,6,0,3,0,1,0,0,0,0,main menu toolbar 
6,7,0,1,0,0,0,0,0,0,home main menu toolbar 
0,7,0,3,2,0,0,0,0,0,home main 
2,8,0,6,0,1,0,0,0,0,home main menu toolbar 
0,1,0,1,0,1,0,0,0,0,home menu toolbar 
1,8,4,1,2,0,0,0,0,0,home menu 
0,1,0,1,0,1,0,0,0,0,main menu toolbar 
5,7,1,0,0,0,0,0,0,0,
0,8,0,7,1,0,0,0,0,0,menu toolbar 
4,6,1,1,0,0,0,0,0,0,main 
2,18,1,5,9,0,0,1,0,0,home main menu toolbar 
2,16,0,5,9,0,0,0,0,0,home main menu toolbar 
2,2,0,0,0,0,0,0,0,0,home menu 
8,11,0,3,0,0,0,0,0,0,home main toolbar 
6,12,4,2,0,0,0,0,0,0,home main toolbar 
1,4,0,3,0,1,0,0,0,0,home menu toolbar 
8,12,0,0,4,0,0,0,0,0,home main menu 
4,8,0,1,2,0,0,0,0,0,home main menu toolbar 
2,11,1,8,0,0,0,0,0,0,menu toolbar 
5,10,3,2,0,1,0,0,0,0,home menu toolbar 
8,10,1,0,0,0,0,0,0,0,menu toolbar 
2,6,2,2,0,0,0,0,0,0,home menu toolbar 
2,18,1,0,12,0,0,0,0,0,
6,11,1,2,1,0,0,0,0,0,menu 
3,7,0,2,1,0,0,0,0,0,menu 
6,10,0,2,1,0,0,0,0,0,menu 
1,17,0,8,5,1,0,0,0,0,home menu toolbar 
1,4,0,3,0,1,0,0,0,0,home menu toolbar 
0,1,0,1,0,0,0,0,0,0,menu toolbar 
0,0,0,0,0,0,0,0,0,0,home 
0,14,7,7,0,0,0,0,0,0,home main menu 
0,1,0,1,0,1,0,0,0,0,menu toolbar 
1,8,0,5,2,0,0,0,0,0,home main menu 
1,1,0,0,0,0,0,0,0,0,main toolbar 
4,7,0,3,0,0,0,0,0,0,home menu toolbar 
0,2,1,1,0,0,0,0,0,0,
0,4,1,2,0,1,0,1,0,0,home main menu toolbar 
0,3,0,2,0,1,0,1,0,0,home main menu toolbar 
0,1,1,0,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,home 
7,7,0,0,0,0,0,0,0,0,main 
10,11,1,0,0,0,0,0,0,0,home 
10,14,3,1,0,0,0,0,0,0,home 
5,9,3,1,0,0,0,0,0,0,home 
0,10,5,0,2,0,0,0,0,1,home menu 
5,14,5,3,1,0,0,0,0,0,home main menu toolbar 
1,3,0,1,0,1,0,0,0,0,menu toolbar 
1,2,1,0,0,0,0,0,0,0,main 
0,3,2,1,0,0,0,0,0,0,main 
2,10,0,5,3,1,0,0,0,0,home main menu toolbar 
2,2,0,0,0,0,0,0,0,0,
0,2,1,1,0,0,0,0,0,0,main 
3,7,0,3,0,1,1,0,0,0,home menu toolbar 
0,9,0,3,5,0,0,0,0,0,home main menu 
10,16,1,5,0,0,0,0,0,0,home main menu 
4,6,0,2,0,0,0,0,0,0,main menu 
5,27,3,4,14,0,0,0,0,0,home main 
12,28,3,4,8,0,0,0,0,0,home main 
4,7,0,2,0,1,0,0,0,0,home main menu toolbar 
6,11,0,2,2,0,0,0,0,0,home menu toolbar 
1,6,2,3,0,0,0,0,0,0,main menu 
0,4,0,1,3,0,0,0,0,0,main 
0,1,1,0,0,0,0,0,0,0,
0,1,0,1,0,0,0,0,0,0,menu toolbar 
1,4,1,1,0,0,0,1,0,0,
4,6,0,2,0,1,0,0,0,0,home main menu toolbar 
0,5,0,1,2,0,0,0,0,0,home main menu 
4,4,0,0,0,0,0,0,0,0,main 
5,5,0,0,0,0,0,0,0,0,main 
6,6,0,0,0,0,0,0,0,0,main 
0,7,5,2,0,0,0,0,0,0,home 
1,4,2,1,0,0,0,0,0,0,home main menu toolbar 
3,5,0,1,0,0,0,0,0,0,home main menu 
1,3,0,1,0,0,0,0,0,0,home main menu 
5,11,1,5,0,1,0,0,0,0,home dashboard main menu toolbar 
4,7,0,3,0,0,0,0,0,0,home main menu toolbar 
0,2,2,0,0,0,0,0,0,0,
0,2,2,0,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,
1,5,0,2,1,1,0,0,0,0,main menu toolbar 
0,7,4,1,2,0,0,0,0,0,home main menu 
1,1,0,0,0,0,0,0,0,0,main menu toolbar 
3,4,1,0,0,0,0,0,0,0,dashboard menu 
1,1,0,0,0,0,0,0,0,0,
0,7,0,1,2,1,0,0,0,0,main menu toolbar 
1,2,0,0,0,0,0,1,0,0,
1,2,0,1,0,0,0,0,0,0,home main menu toolbar 
0,0,0,0,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,
1,2,0,1,0,1,0,0,0,0,main menu toolbar 
1,5,0,3,0,0,0,1,0,0,home main menu toolbar 
3,8,0,2,3,0,0,0,0,0,home menu toolbar 
0,5,0,5,0,1,0,0,0,0,home main menu toolbar 
1,1,0,0,0,0,0,0,0,0,
0,5,4,0,0,0,0,0,0,0,main overview 
0,1,0,1,0,0,0,0,0,0,home main menu 
0,4,1,2,0,0,0,0,0,1,home main menu 
0,5,0,2,2,1,0,0,0,0,menu toolbar 
1,1,0,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,main 
0,2,1,1,0,0,0,0,0,0,
0,2,1,1,0,0,0,0,0,0,
0,2,1,1,0,0,0,0,0,0,
0,2,1,1,0,0,0,0,0,0,
0,3,0,3,0,1,0,0,0,0,home main menu toolbar 
1,6,0,5,0,0,0,0,0,0,main menu toolbar 
1,4,1,2,0,1,0,0,0,0,menu 
0,5,0,5,0,0,0,0,0,0,menu toolbar 
0,2,2,0,0,0,0,0,0,0,main 
0,0,0,0,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,
3,5,0,2,0,1,0,0,0,0,home main menu toolbar 
3,4,0,1,0,1,0,0,0,0,home main menu toolbar 
0,7,0,7,0,1,0,0,0,0,main menu toolbar 
0,3,0,2,0,0,0,0,0,0,home main menu 
4,5,0,1,0,1,0,0,0,0,dashboard menu toolbar 
6,10,0,4,0,1,0,0,0,0,home main menu 
3,12,0,3,4,1,0,0,0,1,home main menu 
2,2,0,0,0,0,0,0,0,0,
5,8,1,2,0,1,0,0,0,0,home main menu toolbar 
2,3,0,1,0,0,0,0,0,0,home menu toolbar 
15,17,0,2,0,1,0,0,0,0,home main menu toolbar 
2,4,0,0,1,0,0,0,0,0,main menu toolbar 
2,4,0,0,1,0,0,0,0,0,main menu toolbar 
2,2,0,0,0,0,0,0,0,0,
0,11,6,0,4,0,0,0,0,0,home menu 
2,2,0,0,0,0,0,0,0,0,home main menu 
1,2,0,0,0,0,0,1,0,0,main 
1,1,0,0,0,0,0,0,0,0,home main menu toolbar 
2,8,1,0,2,0,0,0,0,0,home menu 
0,3,1,0,0,0,0,0,0,1,home menu 
0,3,0,3,0,0,0,0,0,0,main 
4,6,1,1,0,1,0,0,0,0,main menu toolbar 
0,4,4,0,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,
0,2,0,1,0,0,0,0,0,0,
1,2,1,0,0,0,0,0,0,0,main 
5,5,0,0,0,0,0,0,0,0,home menu toolbar 
0,9,0,8,0,1,0,0,0,1,home main menu toolbar 
0,2,1,0,0,0,0,1,0,0,
3,3,0,0,0,0,0,0,0,0,
2,3,1,0,0,0,0,0,0,0,home menu 
1,2,0,1,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,
14,14,0,0,0,0,0,0,0,0,main 
2,6,0,1,2,0,0,0,0,0,home dashboard main menu 
2,5,2,0,0,0,1,0,0,0,
1,2,1,0,0,0,0,0,0,0,
3,3,0,0,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,
0,9,1,2,6,0,0,0,0,0,home menu 
2,2,0,0,0,0,0,0,0,0,home main 
1,2,0,0,0,0,0,0,0,0,
0,2,1,1,0,0,0,0,0,0,home toolbar 
0,1,0,1,0,0,0,0,0,0,home toolbar 
5,8,0,3,0,1,0,0,0,0,home main menu toolbar 
10,14,0,4,0,1,0,0,0,0,main menu toolbar 
2,6,0,4,0,0,0,0,0,0,home menu 
2,4,0,2,0,0,0,0,0,0,menu toolbar 
1,8,4,1,2,0,0,0,0,0,home menu 
9,13,1,1,1,0,0,1,0,0,home main menu toolbar 
0,1,0,1,0,1,0,0,0,0,home menu toolbar 
0,1,0,1,0,1,0,0,0,0,home menu toolbar 
1,8,5,2,0,0,0,0,0,0,home 
1,2,1,0,0,0,0,0,0,0,
4,9,0,5,0,0,0,0,0,0,home main menu toolbar 
4,9,2,3,0,1,0,0,0,0,home menu toolbar 
5,8,0,3,0,1,0,0,0,0,home main menu toolbar 
4,7,0,3,0,1,0,0,0,0,home main menu toolbar 
4,9,2,3,0,1,0,0,0,0,menu toolbar 
0,0,0,0,0,0,0,0,0,0,main 
0,3,0,3,0,1,0,0,0,0,menu toolbar 
6,21,4,0,6,0,5,0,0,0,main menu toolbar 
3,6,1,2,0,1,0,0,0,0,home main menu toolbar 
2,3,0,0,0,0,0,1,0,0,main menu toolbar 
0,1,1,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,
3,9,1,4,0,1,0,0,0,0,home menu toolbar 
0,1,0,1,0,0,0,0,0,0,home main 
0,0,0,0,0,0,0,0,0,0,main 
0,10,0,2,4,1,0,0,0,0,menu toolbar 
0,17,5,1,9,0,0,0,0,0,home main menu 
4,6,0,2,0,0,0,0,0,0,menu toolbar 
5,9,0,3,0,1,0,1,0,0,home dashboard menu toolbar 
6,6,0,0,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,
0,9,0,5,4,1,0,0,0,0,home main menu toolbar 
6,19,4,3,5,1,0,0,0,0,home main menu 
5,15,4,3,1,1,0,1,0,0,home main menu toolbar 
6,15,4,2,1,1,0,1,0,0,home main menu toolbar 
2,6,0,4,0,0,0,0,0,0,main menu toolbar 
2,5,0,3,0,1,0,0,0,0,main menu toolbar 
2,2,0,0,0,0,0,0,0,0,home 
1,3,0,1,0,0,1,0,0,0,
3,6,0,3,0,0,0,0,0,0,home 
0,3,0,3,0,0,0,0,0,0,home main 
1,13,4,6,0,1,0,0,0,1,home main menu toolbar 
0,16,8,6,0,1,0,0,0,1,home main menu toolbar 
0,7,0,6,1,0,0,0,0,0,home main menu 
4,9,2,3,0,0,0,0,0,0,home main 
4,11,0,4,3,0,0,0,0,0,home main menu toolbar 
1,2,0,1,0,1,0,0,0,0,home menu toolbar 
0,2,0,2,0,1,0,0,0,0,home menu toolbar 
1,1,0,0,0,0,0,0,0,0,
2,5,2,1,0,0,0,0,0,0,home menu toolbar 
1,8,0,2,1,0,0,0,0,0,home main 
3,5,1,1,0,0,0,0,0,0,main 
2,2,0,0,0,0,0,0,0,0,
0,4,0,4,0,0,0,0,0,0,menu toolbar 
0,11,0,4,4,1,0,0,0,0,main menu toolbar 
0,2,1,0,0,0,0,1,0,0,main 
1,5,0,2,0,1,0,0,0,0,home main toolbar 
0,3,1,2,0,0,0,0,0,0,main menu toolbar 
0,2,1,0,0,0,0,1,0,0,
3,9,1,3,2,1,0,0,0,0,home main menu toolbar 
10,14,2,2,0,0,0,0,0,0,
10,12,0,2,0,0,0,0,0,0,menu toolbar 
1,3,0,2,0,1,0,0,0,0,home main menu homepage 
0,0,0,0,0,0,0,0,0,0,menu toolbar 
0,1,1,0,0,0,0,0,0,0,menu toolbar 
1,1,0,0,0,0,0,0,0,0,menu toolbar 
1,1,0,0,0,0,0,0,0,0,
0,3,0,0,3,0,0,0,0,0,main menu toolbar 
0,5,0,5,0,0,0,0,0,0,main menu toolbar 
7,11,1,3,0,0,0,0,0,0,main menu toolbar 
2,5,2,1,0,0,0,0,0,0,home menu toolbar 
1,14,0,2,0,1,10,0,1,0,home menu toolbar 
0,0,0,0,0,0,0,0,0,0,home 
1,10,2,5,2,0,0,0,0,0,home menu 
2,3,1,0,0,0,0,0,0,0,menu toolbar 
8,23,1,2,11,0,0,0,0,0,menu toolbar 
6,9,0,2,1,0,0,0,0,0,home main menu toolbar 
7,10,0,2,1,0,0,0,0,0,home main menu toolbar 
5,10,2,2,1,0,0,0,0,0,home main menu toolbar 
11,13,0,2,0,0,0,0,0,0,main 
1,6,0,2,2,1,0,0,0,0,menu toolbar 
3,6,1,2,0,1,0,0,0,0,home menu toolbar 
3,5,1,1,0,0,0,0,0,0,menu toolbar 
2,7,0,5,0,1,0,0,0,0,menu toolbar 
0,3,1,2,0,0,0,0,0,0,home menu 
3,12,0,4,3,1,0,0,0,0,home main menu toolbar 
3,12,0,4,3,1,0,0,0,0,home main menu toolbar 
1,2,1,0,0,0,0,0,0,0,
0,2,2,0,0,0,0,0,0,0,
1,4,0,3,0,1,0,0,0,0,home main menu toolbar 
7,7,0,0,0,0,0,0,0,0,home 
2,2,0,0,0,0,0,0,0,0,
1,3,1,1,0,0,0,0,0,0,main menu toolbar 
4,9,0,3,1,1,0,0,0,0,home main menu toolbar 
1,7,0,6,0,0,0,0,0,0,home main menu toolbar 
2,3,1,0,0,0,0,0,0,0,home main menu 
5,10,2,2,0,0,0,0,0,1,home menu 
1,6,0,3,0,1,0,1,0,0,home menu toolbar 
1,6,0,3,0,1,0,1,0,0,home menu toolbar 
0,3,0,3,0,0,0,0,0,0,home main menu toolbar 
4,7,0,3,0,0,0,0,0,0,menu toolbar 
10,13,1,2,0,0,0,0,0,0,home menu 
2,10,8,0,0,0,0,0,0,0,home toolbar 
5,14,1,3,3,0,0,1,0,0,home main menu toolbar 
3,7,0,2,0,0,0,1,0,0,main 
0,7,0,6,1,0,0,0,0,0,home main menu 
0,5,2,0,0,0,0,1,0,0,home dashboard main menu toolbar 
8,9,0,0,0,0,0,1,0,0,home overview 
12,23,0,2,9,0,0,0,0,0,home main menu toolbar 
2,2,0,0,0,0,0,0,0,0,main 
1,2,1,0,0,0,0,0,0,0,
1,2,0,1,0,1,0,0,0,0,home main menu toolbar 
1,2,1,0,0,0,0,0,0,0,
1,5,0,2,1,1,0,0,0,0,dashboard main menu toolbar 
0,4,0,3,0,1,0,0,0,0,main menu toolbar 
2,3,0,0,0,0,0,1,0,0,main menu toolbar 
0,0,0,0,0,0,0,0,0,0,main 
0,6,5,1,0,1,0,0,0,0,home menu toolbar 
1,8,0,5,1,0,0,0,0,0,home main menu 
2,2,0,0,0,0,0,0,0,0,main menu 
1,2,1,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,8,0,7,1,0,0,0,0,0,home menu 
3,4,0,1,0,0,0,0,0,0,main 
0,2,2,0,0,0,0,0,0,0,main menu toolbar 
2,2,0,0,0,0,0,0,0,0,
1,1,0,0,0,0,0,0,0,0,menu toolbar 
1,10,4,2,2,0,0,0,0,1,main menu sliders toolbar 
0,5,3,1,0,0,0,0,0,0,home main menu 
4,8,4,0,0,0,0,0,0,0,home dashboard 
0,5,5,0,0,0,0,0,0,0,home menu 
0,2,0,2,0,0,0,0,0,0,home main menu 
2,6,0,4,0,1,0,0,0,0,home main menu toolbar 
3,3,0,0,0,0,0,0,0,0,
0,3,0,2,1,0,0,0,0,0,main menu 
1,4,2,0,0,0,0,1,0,0,
0,10,0,4,6,0,0,0,0,0,home main menu toolbar 
0,5,3,2,0,0,0,0,0,0,home main menu toolbar 
0,5,3,2,0,0,0,0,0,0,home main menu toolbar 
0,5,3,1,0,0,0,0,0,1,home main menu toolbar 
12,18,0,6,0,0,0,0,0,0,toolbar 
2,4,1,1,0,0,0,0,0,0,main 
0,2,0,2,0,0,0,0,0,0,home menu 
2,3,1,0,0,0,0,0,0,0,main 
1,6,1,4,0,1,0,0,0,0,home main menu toolbar 
0,7,0,2,3,0,0,0,0,0,menu toolbar 
1,4,3,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,
0,3,0,3,0,0,0,0,0,0,home main menu 
0,1,1,0,0,0,0,0,0,0,
1,7,0,6,0,0,0,0,0,0,home main menu toolbar 
4,10,0,6,0,0,0,0,0,0,home main menu toolbar 
0,2,1,0,0,0,0,0,0,0,main 
5,22,1,3,11,1,0,0,0,0,home menu 
0,2,0,2,0,1,0,0,0,0,home main menu toolbar 
0,7,0,2,4,1,0,0,0,0,home main menu toolbar 
0,5,0,5,0,0,0,0,0,0,
2,6,3,1,0,0,0,0,0,0,home main 
8,8,0,0,0,0,0,0,0,0,
1,2,1,0,0,0,0,0,0,0,
1,2,1,0,0,0,0,0,0,0,
5,5,0,0,0,0,0,0,0,0,
1,2,0,1,0,1,0,0,0,0,main menu toolbar 
5,9,1,1,1,0,0,0,0,0,menu toolbar 
2,5,0,3,0,0,0,0,0,0,main 
4,9,1,4,0,0,0,0,0,0,home menu 
4,9,1,4,0,0,0,0,0,0,home menu 
1,2,0,0,0,0,0,0,0,0,home menu 
0,1,0,0,0,0,0,0,0,0,home menu 
2,3,0,0,0,0,0,0,0,0,home menu 
1,2,1,0,0,0,0,0,0,0,home dashboard main menu 
2,3,0,1,0,1,0,0,0,0,home main menu toolbar 
0,1,1,0,0,0,0,0,0,0,
1,2,1,0,0,0,0,0,0,0,toolbar 
6,7,0,1,0,1,0,0,0,0,home main menu toolbar 
1,3,0,1,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,4,0,2,0,1,0,0,0,0,home main 
0,0,0,0,0,0,0,0,0,0,
3,9,0,3,2,1,0,0,0,0,home main menu toolbar 
3,9,0,3,2,1,0,0,0,0,home main menu toolbar 
4,5,0,1,0,0,0,0,0,0,
6,17,6,2,2,0,0,0,0,0,home main menu 
1,6,0,3,0,0,1,0,0,0,home homepage 
0,2,1,1,0,0,0,0,0,0,main 
1,5,1,2,1,0,0,0,0,0,home menu toolbar 
0,3,0,3,0,0,0,0,0,0,menu toolbar 
2,5,0,2,0,0,0,1,0,0,home menu homepage 
0,8,0,2,4,1,0,0,0,0,home main menu toolbar 
0,6,0,2,4,1,0,0,0,0,home main menu toolbar 
9,26,0,5,9,0,0,0,0,0,menu toolbar 
1,2,0,1,0,0,0,0,0,0,main menu toolbar 
0,2,0,2,0,1,0,0,0,0,menu toolbar 
0,2,0,2,0,1,0,0,0,0,menu toolbar 
4,10,0,4,1,0,0,0,0,0,home main menu toolbar 
0,4,0,4,0,1,0,0,0,0,dashboard menu toolbar 
3,11,2,4,2,1,0,0,0,0,home main menu toolbar 
3,4,0,1,0,0,0,0,0,0,home menu toolbar 
3,11,2,4,2,1,0,0,0,0,home main menu toolbar 
0,1,0,1,0,0,0,0,0,0,menu toolbar 
0,0,0,0,0,0,0,0,0,0,menu toolbar 
4,8,0,3,1,0,0,0,0,0,home main menu toolbar 
1,1,0,0,0,0,0,0,0,0,
5,5,0,0,0,0,0,0,0,0,main 
14,26,8,4,0,0,0,0,0,0,home 
